"","vol","meanx","meany","meanz","medianx","mediany","medianz","corxy","coryz","corxz","varx","vary","varz","varxy","varyz","varxz","fftxmax","fftymax","fftzmax","specenergy","xbtwnzandy","xless10","HMPactivity"
"12","f1",25.2877237851662,48.2195225916454,34.0021312872975,25.5,50,34,0.39046587706053,-0.538779347112707,-0.311505731240744,101.422936650325,97.5479513284873,80.8925327691102,38.8383037316159,-47.8601695577647,-28.2155388566848,59325,113123,79769,977.6738397153,0.0170502983802217,0.0502983802216539,"Brush_teeth"
"13","f1",11.8185185185185,36.7444444444444,33.1333333333333,13,37,33,-0.28834730672395,0.0158714390028985,-0.0649283394988022,24.8479829271651,4.36195786864932,4.6364312267658,-3.00194134655101,0.0713754646840149,-0.696902106567534,3191,9921,8946,173.080776995008,0,0.248148148148148,"Climb_stairs"
"14","f1",11.8111111111111,36.8111111111111,32.6518518518519,13,37,33,-0.310058590539127,0.207787792695144,-0.0627749392342681,17.7002478314746,4.20582403965304,4.50287759878838,-2.67521685254027,0.90425444031392,-0.560429574555969,3189,9939,8816,167.026505906047,0,0.222222222222222,"Climb_stairs"
"15","f1",12.3037037037037,38.5555555555556,33.6666666666667,14,38,33,-0.409824557639222,0.208383249907296,-0.0870251268921698,16.509651659094,4.11400247831475,3.21933085501859,-3.37752994630318,0.758364312267658,-0.634448574969021,3322,10410,9090,164.360428289313,0,0.233333333333333,"Climb_stairs"
"16","f1",11.662962962963,35.0444444444444,34.637037037037,13,35,34,-0.107748012750329,0.149018798041302,0.000917266988726016,19.889701225389,3.00173482032218,3.20605810271238,-0.832548533663775,0.462288310615448,0.00732479691587498,3149,9462,9352,161.205368941816,0,0.27037037037037,"Climb_stairs"
"17","f1",11.6148148148148,34.8925925925926,34.6407407407407,13,35,34,-0.0708083432832616,0.33844588159751,-0.0954071011800052,20.9217127908578,4.0887925099821,6.90019275781358,-0.654908440038552,1.79770067465235,-1.14633071733443,3136,9421,9353,172.425779028705,0,0.266666666666667,"Climb_stairs"
"18","f1",11.7111111111111,34.1814814814815,35.4925925925926,13,34,35,0.0905388149506326,0.43022803045553,0.209206523861839,21.6857496902107,3.36842902381936,10.0650006884208,0.773812474184221,2.50506677681399,3.09078893019413,3162,9229,9583,176.203963191413,0,0.274074074074074,"Climb_stairs"
"19","f1",18.5435897435897,35.1794871794872,40.2820512820513,14,34,37,0.250367249504427,0.431028439889603,0.819492732584167,124.888554057626,16.7872059212265,53.0385937086968,11.4637853555379,12.8614855934444,66.6964049696008,3616,6860,7855,210.311619170628,0.128205128205128,0.169230769230769,"Climb_stairs"
"20","f1",15.0686456400742,34.4118738404453,36.0241187384045,13,34,33,0.231226955471674,0.457058193202004,0.775970062008984,79.1235318054224,13.1832044747605,48.5291569821575,7.46795663179094,11.5606796283907,48.0838431350911,8122,18548,19417,252.105229354003,0.0575139146567718,0.194805194805195,"Climb_stairs"
"21","f1",16.2013422818792,40.4988814317673,35.3199105145414,15,40,34,-0.144196813822756,0.0860462866682464,0.760027490577351,89.0983838444638,8.37611982223292,25.5723156870417,-3.93923616336112,1.25932725394007,36.2784933939266,7242,18103,15788,255.118592130822,0.0514541387024608,0.16331096196868,"Climb_stairs"
"22","f1",16.8028455284553,40.3353658536585,34.219512195122,15,40,33,-0.181038309854822,-0.0165207596594275,0.876434877320418,100.492619177719,11.8037976255526,35.5728975212359,-6.23517212259699,-0.33853261139536,52.4018180915007,8267,19845,16836,261.505762135952,0.0955284552845529,0.152439024390244,"Climb_stairs"
"23","f1",16.1796690307329,39.7565011820331,34.565011820331,14,39,33,-0.161671275991608,0.121143652809464,0.822638724869454,93.6406283262187,11.8481507624394,33.6776354856419,-5.38505708491591,2.419896249986,46.1968225157698,6844,16817,14621,269.796093413669,0.0638297872340425,0.196217494089835,"Climb_stairs"
"24","f1",17.1407407407407,41.516049382716,35.3382716049383,15,41,34,-0.505911867548276,-0.237807160272365,0.828236070682539,100.24499449945,13.6711526708226,35.2045960151571,-18.7287495416208,-5.21707615205965,49.2022735606894,6942,16814,14312,273.595324518834,0.0765432098765432,0.175308641975309,"Climb_stairs"
"25","f1",16.491879350348,41.6171693735499,34.9767981438515,15,41,33,-0.414214965991754,-0.147253779943637,0.735644767686581,83.4784222737819,11.7903091782226,27.0041115847407,-12.9949765283548,-2.62750768898721,34.9277181244267,7108,17937,15075,266.880098768736,0.0556844547563805,0.157772621809745,"Climb_stairs"
"26","f1",16.6014319809069,40.964200477327,34.3221957040573,15,40,33,-0.145830341402405,0.0166653461323825,0.809620115203052,91.3742563177308,12.6566100649758,31.836132966393,-4.95927875666602,0.334528553973347,43.6670016329607,6956,17164,14381,263.306962968192,0.0692124105011933,0.16945107398568,"Climb_stairs"
"27","m1",13.3974082073434,39.8725701943845,36.2116630669546,14,40,36,-0.511323928405063,0.254798710090728,0.0204126942964386,14.1404261685039,3.58329359625256,3.2624610810356,-3.63972492590203,0.871186408983385,0.13864501229512,6203,18461,16766,181.195112532221,0,0.144708423326134,"Climb_stairs"
"28","m1",35.2051282051282,40.2421652421652,45.4387464387464,37,40,45,-0.296398143455704,-0.0551676510689426,0.31593968038865,162.620659340659,49.7440455840456,49.1040944240944,-26.6583882783883,-2.72655270655271,28.2326007326007,12357,14125,15949,398.865870427999,0.168091168091168,0.0227920227920228,"Climb_stairs"
"29","m1",32.4325842696629,40.6910112359551,44.5983146067416,34,40,45.5,-0.370795434289732,-0.180591936128075,0.395854268374981,177.136287387245,74.095806298465,66.646645038772,-42.4800443108087,-12.6906630796012,43.0108719734135,11546,14486,15877,438.789780596991,0.162921348314607,0.0308988764044944,"Climb_stairs"
"30","f1",13.9502262443439,36.1153846153846,35.1380090497738,13,36,34,0.348707631543895,0.417813316703439,0.687326818348222,68.0020521028924,10.2882435025292,24.1600486348385,9.22344322344322,6.58721437292866,27.8594925149547,6166,15963,15531,252.801912618384,0.0339366515837104,0.237556561085973,"Climb_stairs"
"31","f1",15.1965065502183,37.2161572052402,36.2751091703057,13.5,37,35,0.135755963605026,0.366824259856241,0.790222173076096,89.1910599791693,10.5549243691055,29.8935147582965,4.16530820903366,6.51589538761431,40.8035890036597,6960,17045,16614,251.261121156933,0.0655021834061135,0.207423580786026,"Climb_stairs"
"32","f1",14.1037037037037,37.2259259259259,35.0703703703704,13,37,34,0.346815884610284,0.332756540102915,0.681271848482104,66.4947817706182,10.9785075037863,19.3816467024645,9.37053559135344,4.85393088255542,24.457359217954,3808,10051,9469,224.91662440898,0,0.222222222222222,"Climb_stairs"
"33","m2",22.6651270207852,41.5196304849885,40.4642032332563,23,41,39,-0.171745386632644,-0.492123716110587,0.452325427610846,82.7186190231802,81.1205628261056,69.1381832178599,-14.0686425455479,-36.8551984432469,34.2067348815328,9814,17978,17521,342.24177250419,0.131639722863741,0.0785219399538106,"Climb_stairs"
"34","m2",31.8452830188679,44.0264150943396,44.5716981132075,32,44,45,-0.13157433038349,-0.30003007967309,0.453771825069276,99.3937867817527,48.7667867460855,47.4891785854407,-9.16036665834433,-14.438570460463,31.1755751328601,16878,23334,23623,388.512959150959,0.0830188679245283,0.0207547169811321,"Climb_stairs"
"35","m2",33.4901531728665,43.9846827133479,43.2844638949672,33,45,44,-0.217144935713215,-0.552207759129857,0.22932806823627,78.3820300203463,76.9010806556874,68.4408326615225,-16.858703789013,-40.0614227033667,16.7966668586126,15305,20101,19781,377.317448721171,0.168490153172867,0.0153172866520788,"Climb_stairs"
"36","f1",15.0652173913043,38.1159420289855,35.2705314009662,14,38,34,0.0117101089893436,0.336791724284158,0.775808568703844,90.7632908727234,8.44173070849563,27.8830520171714,0.324139383092957,5.16710530933081,39.0283187703969,6237,15780,14602,256.554637291101,0.0555555555555556,0.241545893719807,"Climb_stairs"
"37","f1",14.7102396514161,37.8562091503268,35.7254901960784,13,37,34,0.204536055020385,0.381588066519181,0.715259754391049,78.3066853136208,8.87010874218683,23.6799383508862,5.39055855238748,5.53031081428204,30.8001969346691,6752,17376,16398,267.433894278615,0.0413943355119826,0.211328976034858,"Climb_stairs"
"38","f1",14.8782201405152,38.6768149882904,35.327868852459,14,38,34,0.128782877373783,0.242524813081386,0.708097320819086,67.9147123176216,14.1582170619344,30.3100900484876,3.99341403612934,5.02405141229893,32.1268760101593,6353,16515,15085,260.359738376906,0,0.215456674473068,"Climb_stairs"
"39","f1",14.7981438515081,37.6751740139211,35.9466357308585,13,37,34,-0.0709128150030775,0.329707881598506,0.772761045677209,76.8731128257702,9.29889386499757,29.7110991204878,-1.89595316462526,5.48030000539578,36.9310635083365,6378,16238,15493,250.796685737758,0.0556844547563805,0.220417633410673,"Climb_stairs"
"40","f1",16.2988505747126,37.1241379310345,35.8873563218391,14,37,34,0.05564456803213,0.288344627582961,0.829171351896878,115.703109274856,11.8140473542031,40.7591715662906,2.05728587319244,6.32737962815827,56.9415752953017,7090,16149,15611,259.149505252012,0.103448275862069,0.213793103448276,"Climb_stairs"
"41","f1",17.4756756756757,37.6054054054054,38.1297297297297,15,37,35,-0.00582227249722758,0.302678799886611,0.829476052300775,112.586127591006,9.57829048560756,52.7256720134769,-0.191196074122903,6.80200688493371,63.90831319124,6466,13914,14108,261.31187253325,0.102702702702703,0.181081081081081,"Climb_stairs"
"42","f1",15.4799107142857,36.5669642857143,36.3504464285714,13,36,34.5,0.0785556464848212,0.231533177248146,0.804964106211449,97.825098873442,11.4675415468201,39.9059953259827,2.63110218919783,4.9529901725791,50.2945280041547,6935,16382,16285,286.735137873958,0.0892857142857143,0.232142857142857,"Climb_stairs"
"43","f1",17.6686567164179,36.710447761194,37.5164179104478,15,36,35,0.0730688996286728,0.314525583680031,0.864530478392355,133.785092501564,12.0985432120833,51.9271248547681,2.93969970506748,7.88351059075878,72.0578514612566,5919,12298,12568,251.608980770525,0.149253731343284,0.197014925373134,"Climb_stairs"
"44","f1",15.0255220417633,36.4501160092807,36.6937354988399,13,36,35,0.0782035444988322,0.246022772823244,0.799916115296693,86.4295796686991,7.63878487023148,34.8641234554578,2.00941563697189,4.01491933308153,43.9101602546808,6476,15710,15815,284.1422359689,0.0765661252900232,0.241299303944316,"Climb_stairs"
"45","f1",15.9180887372014,36.7815699658703,36.0580204778157,14,36,34,0.131355710661078,0.226740334368435,0.778328532587154,110.506966197578,11.9315769788209,39.5205946982094,4.7697180793866,4.92367572116509,51.4362756557109,4664,10777,10565,247.71833187593,0.0750853242320819,0.221843003412969,"Climb_stairs"
"46","f1",17.0090909090909,36.6772727272727,35.4659090909091,14,36,34,-0.100465769104501,0.0353569025811571,0.652410603814353,130.829074342514,14.9525574653137,72.8143249119901,-4.44352868088631,1.1666494098157,63.6768482087389,7484,16138,15605,323.359505287544,0.127272727272727,0.25,"Climb_stairs"
"47","f1",17.8571428571429,37.0764119601329,37.6112956810631,16,35,35,0.209633660639821,0.054470257670572,0.72902734053293,123.989523809524,29.0174750830565,51.5384053156146,12.5742857142857,2.10646733111849,58.277619047619,5375,11160,11321,267.361795739334,0.112956810631229,0.18936877076412,"Climb_stairs"
"48","f1",20.1626506024096,37.4879518072289,40.2951807228916,15,36,38,0.114249983983289,0.34152000034676,0.881713616763889,147.882475355969,20.772581234027,49.0699160277474,6.33227455275648,10.9035779481563,75.1092734574662,3347,6223,6689,216.692165701451,0.162650602409639,0.162650602409639,"Climb_stairs"
"49","f1",20.7037037037037,36.7407407407407,39.5694444444444,16,36,36,-0.0132665380232879,0.170854806450397,0.899222797398218,162.218776916451,14.1371231696813,76.6091085271318,-0.635314384151593,5.62273901808785,100.243927648579,4472,7936,8547,233.120284511006,0.24537037037037,0.162037037037037,"Climb_stairs"
"50","f1",15.586387434555,35.5811518324607,36.1204188481675,14,35,34,-0.0307313779359477,0.302037539486698,0.803430430601805,108.510890327191,7.02095615011474,41.2033090104575,-0.848236247955916,5.13718376825933,53.7218534855918,5954,13592,13798,257.34928935137,0.104712041884817,0.246073298429319,"Climb_stairs"
"51","f1",15.6746031746032,35.9365079365079,36.6825396825397,13,35,35,0.00800685953587993,0.244684366061971,0.756515902306928,106.808955412404,10.3142604521915,36.7265378299861,0.265757231274473,4.76228369331818,47.3818365542503,5925,13584,13866,263.621369355963,0.100529100529101,0.248677248677249,"Climb_stairs"
"52","m1",11.9269005847953,35.2046783625731,33.2748538011696,12,35,33,-0.10081788209097,0.227532251617613,0.0299754340439878,10.2908284886214,2.12807189038089,3.11484968530809,-0.471797774004905,0.58580713758982,0.169710689235307,4079,12040,11380,153.73013555463,0,0.125730994152047,"Climb_stairs"
"53","m1",11.8288288288288,35.3153153153153,33.4342342342342,12,36,34,-0.0004834538942335,0.140952809742146,-0.0487602016451908,17.1818388785898,3.39317657007188,3.81651543239991,-0.00369141704881777,0.507236478355612,-0.394851530230592,6565,19600,18556,193.396332325828,0,0.216216216216216,"Climb_stairs"
"54","f2",12.3307086614173,35.9133858267717,34.2224409448819,13,36,34,-0.0991944914877746,0.500512717728295,0.252364235336796,7.25530758359347,6.54080665952259,7.65653683082514,-0.683331003742875,3.54198698535464,1.88092686639022,6264,18244,17385,180.257020610917,0,0.12007874015748,"Climb_stairs"
"55","f2",12.4596273291925,37.144099378882,33.5925465838509,13,37,34,-0.157228170146028,0.541567103894567,0.132752617541672,8.57454961218751,6.35731899508668,5.27407373072526,-1.1608417539631,3.13590123914589,0.892733537282531,10030,29901,27042,209.34077441343,0,0.122981366459627,"Climb_stairs"
"56","m3",12.6717557251908,37.6450381679389,35.263358778626,13,38,35,-0.479615520913227,0.280148605858001,-0.246532331565474,9.31843591727118,3.65578795265132,3.28806211959774,-2.79933735203538,0.971290120123188,-1.36463152978267,6640,19726,18478,173.748564783264,0,0.122137404580153,"Climb_stairs"
"57","m3",13.0654627539503,38.2009029345372,36.2821670428894,14,38,36,-0.499890721279659,0.269668366334157,-0.238982511276897,13.2242117197634,4.39167339100947,4.41567674126431,-3.80956150475471,1.18752745063992,-1.82620552996333,5788,16923,16073,202.826911287429,0,0.133182844243792,"Climb_stairs"
"58","f3",13.4043010752688,38.0860215053763,36.4752688172043,13,38,36,0.22920717082105,0.645585205035721,0.50769125884457,13.5430849091583,10.5098257322951,13.8188913607712,2.73454301075269,7.78014923989618,6.9453652206155,6233,17710,16961,202.911373700051,0,0.109677419354839,"Climb_stairs"
"59","f3",12.2702702702703,36.0907335907336,33.6660231660232,12,36,34,0.0298399600908688,0.0799058193850264,0.014139989999753,9.94615505253803,11.8234729617708,6.0603907306035,0.323592451252026,0.676396346609113,0.109780960844791,6356,18695,17439,209.974083758632,0,0.131274131274131,"Climb_stairs"
"60","f3",15.9341563786008,42.462962962963,37.09670781893,15,41,37,0.537328312874805,0.70535787275802,0.531251752978921,32.5193670187943,25.2512027491409,11.4236180051759,15.3975563192058,11.9798778159603,10.2393704127954,7744,20637,18029,255.518649013046,0,0.088477366255144,"Climb_stairs"
"61","f3",12.2702702702703,37.2383292383292,34.2260442260442,13,37,35,-0.0871333044955078,0.472591456216963,0.185596807024439,8.14844894155239,9.62039917212331,7.60395056946781,-0.771468512847823,4.04205347308796,1.46092397816536,4994,15156,13930,188.381870635777,0,0.142506142506143,"Climb_stairs"
"62","m4",15.5561097256858,43.8753117206983,33.8977556109726,16,44,34,-0.0835663401876686,0.150351185736618,0.267575196082804,18.9024688279302,13.7144139650873,7.64701995012469,-1.34548628428928,1.53971945137157,3.21700124688279,6238,17594,13593,232.90035606737,0.00249376558603491,0.0922693266832918,"Climb_stairs"
"63","m4",13.9083333333333,40.7625,36.5270833333333,14,40,37,-0.359468434054654,-0.13535999051751,-0.316876627685456,10.6011830201809,5.76811064718163,4.93454679888657,-2.81096033402923,-0.722155532359081,-2.29187543493389,6676,19566,17533,187.665057757319,0,0.0875,"Climb_stairs"
"64","m4",14.3980582524272,41.7135922330097,35.6796116504854,15,42,36,0.137525754455986,0.270452966284964,0.161990746693406,15.0820400160631,10.9980629768738,7.36182174662793,1.77121867101316,2.43356246899582,1.70691895211773,5932,17186,14700,201.375893892625,0,0.104368932038835,"Climb_stairs"
"65","m4",14.8153846153846,42.6285714285714,35.967032967033,15,42,36,-0.0795819998691129,-0.0648860428408219,-0.0830844022712028,11.613419179939,8.74940213971051,6.70155395265527,-0.802202643171806,-0.49685336689742,-0.732971873941037,6741,19396,16365,205.90034663357,0,0.0681318681318681,"Climb_stairs"
"66","m2",16.5203836930456,39.0767386091127,36.5611510791367,15,37,34,0.490131702789461,0.379291908791361,0.681559504165343,105.091530621657,23.6239047223759,42.6603140564471,24.4215089466888,12.0409691477587,45.6351687880465,6889,16295,15246,272.709104906489,0,0.249400479616307,"Climb_stairs"
"67","m2",14.9334975369458,36.7044334975369,37.2044334975369,14,37,35,0.341382294293606,0.491687481274474,0.711109329064869,94.5856899592532,4.50501733260354,47.9753877029739,7.04696223316913,7.228474122727,47.9025177887247,6063,14902,15105,246.087573106361,0.00246305418719212,0.283251231527094,"Climb_stairs"
"68","m2",14.3857868020305,37.2360406091371,36.6142131979695,13.5,37,34.5,0.228571489395135,0.358249265363345,0.713381517194862,93.1790341121918,6.06882499580217,41.7795430180442,5.43542449722943,5.70452461218532,44.5105333178337,5668,14671,14426,247.500623170323,0.0050761421319797,0.302030456852792,"Climb_stairs"
"69","m2",14.1966426858513,37.0551558752998,35.8369304556355,14,37,34,0.195904568440143,0.38916346841918,0.640294236595598,79.7064310090389,5.51377743958679,35.3675751706327,4.10691638996495,5.43449663346246,33.9960858236488,5920,15452,14944,252.096250484496,0,0.294964028776978,"Climb_stairs"
"70","m2",16.6534391534392,37.4232804232804,37.8068783068783,15,37,35,0.339796146300879,0.632180361032218,0.734044436335248,112.715120766845,12.138660828316,63.7689711310401,12.5688321895218,17.5885927610066,62.2326288015943,6295,14146,14291,273.726863018553,0.0105820105820106,0.261904761904762,"Climb_stairs"
"71","m5",13.9246753246753,39.3558441558442,33.3558441558442,14,39,34,-0.0673880863679883,0.135261773698142,-0.381076917013562,31.2364989177489,23.8756493506494,9.81835768398268,-1.84031385281385,2.07096185064935,-6.67364718614719,5361,15152,12842,244.98745129375,0.0025974025974026,0.184415584415584,"Climb_stairs"
"72","m5",13.9844559585492,40.279792746114,34.740932642487,14,39,34,0.173305924830692,0.519546149821935,0.480813349407873,32.6958616513021,11.4799542426485,8.9716708162304,3.3576071596797,5.27267344054909,8.2349236255972,5398,15548,13410,210.424290148543,0,0.202072538860104,"Climb_stairs"
"73","m5",12.6509695290859,37.9612188365651,34.2299168975069,13,38,34,-0.355632788525422,0.10872263982108,0.0644627603681215,20.7722837796245,4.13738073253309,2.92754693751924,-3.29690674053555,0.378385657125269,0.502693136349646,4567,13704,12357,178.375433924529,0,0.210526315789474,"Climb_stairs"
"74","m5",12.8125,38.6995192307692,33.4182692307692,13,39,33,-0.39104427373323,0.287438648299283,0.193472188855695,20.658734939759,4.21551784059314,3.87764133456905,-3.64924698795181,1.16212928637627,1.7316265060241,5330,16099,13902,177.89298211165,0,0.240384615384615,"Climb_stairs"
"75","m5",14.0875331564987,40.4694960212202,34.5305039787798,15,39,35,0.213558673406406,0.208053096996426,0.123720616408969,27.0109345899881,16.7603702240533,3.44122128788306,4.54390061515887,1.58005530786162,1.19280151250071,5311,15257,13018,200.343434162018,0,0.190981432360743,"Climb_stairs"
"76","m5",13.065,38.875,33.7475,14,39,34,-0.148959840451299,0.378000086699698,0.137848615116593,18.5270927318296,9.24248120300752,2.73558270676692,-1.94924812030075,1.90068922305764,0.981365914786967,5226,15550,13499,183.228929705129,0,0.2025,"Climb_stairs"
"77","m5",14.3105263157895,41.5394736842105,32.8421052631579,15,41,33,0.025268455927773,-0.211589386244064,-0.0195368404825605,26.9640049993057,15.7477780863769,4.154422996806,0.520691570615192,-1.71142896819886,-0.206776836550479,5438,15785,12480,208.217425412701,0,0.176315789473684,"Climb_stairs"
"78","m5",16.0070093457944,44.5023364485981,33.4672897196262,17,45,33,-0.338220725975102,0.212606239098735,0.25721155276696,20.2645877563527,19.9320788373569,12.422815119613,-6.79744030291755,3.34550986014139,4.08102606754361,6851,19047,14324,240.041772992272,0,0.088785046728972,"Climb_stairs"
"79","m5",12.51,37.7575,32.86,13,38,33,-0.299876220007868,0.00968939505781697,0.155268235034483,25.0374937343358,3.73803884711779,3.22345864661654,-2.90107769423559,0.0336340852130326,1.39488721804511,5004,15103,13144,179.123728286206,0,0.21,"Climb_stairs"
"80","m5",12.6980198019802,38.2871287128713,33.5420792079208,13,38,34,-0.422456352156239,0.170849887749187,0.125029688796226,22.1964228680933,6.39874210746137,3.48457730388423,-5.03466574945336,0.806746431466968,1.09958725401076,5130,15468,13551,194.674213676177,0,0.185643564356436,"Climb_stairs"
"81","m5",12.8538812785388,38.7237442922374,33.8356164383562,13,39,34,-0.402029643174291,0.0179254448049127,0.0105318813366003,14.5735661369027,3.31252416329687,2.62737845208614,-2.79331891372266,0.0528823547851165,0.0651703708347701,5630,16961,14820,171.150695484012,0,0.164383561643836,"Climb_stairs"
"82","m5",12.5638766519824,37.5396475770925,33.511013215859,13,37.5,33,-0.27472988670688,0.199145947661573,0.0823601181570584,22.8910542540674,4.59334733689257,3.21731773492429,-2.81710768153572,0.765566803784851,0.706800478454941,5704,17043,15214,185.735935775158,0,0.231277533039648,"Climb_stairs"
"83","m6",12.5560344827586,34.2909482758621,36.2478448275862,13,34,36,-0.779629375051297,0.035779346093824,-0.184339874209221,19.1199635063678,4.52639737096894,2.30777072316973,-7.25283942801817,0.115639197140091,-1.22450100543681,5826,15911,16819,223.741379253417,0,0.0948275862068965,"Climb_stairs"
"84","m6",12.3868421052632,35.1394736842105,36.5394736842105,13,35,37,-0.307890574227054,0.0372948427877399,-0.177251691499717,6.12700319400083,1.38155117344813,2.33880711012359,-0.895785307596167,0.0670393000972087,-0.670983196778225,4707,13353,13885,146.404222518718,0,0.134210526315789,"Climb_stairs"
"85","m6",12.6530054644809,35.5546448087432,36.6967213114754,13,36,37,-0.657386599612741,-0.0595796053454768,-0.150627048731466,11.5915936821618,3.26686877760311,2.13516730294184,-4.04537016243731,-0.157354592409611,-0.749359982034583,4631,13013,13431,188.660416550697,0,0.109289617486339,"Climb_stairs"
"86","m6",12.6897374701671,36.2076372315036,36.4105011933174,13,36,36,-0.67915843764311,0.0544683842879569,-0.143609686186348,10.8173824667984,3.32281234655308,3.1181669730847,-4.07178746388645,0.175326306654029,-0.834054652796017,5317,15171,15256,194.627565869785,0,0.107398568019093,"Climb_stairs"
"87","m6",12.0592783505155,34.2396907216495,34.4587628865979,12,34,35,-0.518531125849295,0.0296968260185005,-0.0216038019863174,10.9396294520365,2.94239990409974,2.3678041503503,-2.94189376381896,0.0783851461147074,-0.109952316257759,4679,13285,13370,183.0074330465,0,0.157216494845361,"Climb_stairs"
"88","m6",12.1142857142857,33.9506493506493,34.4753246753247,12,34,34,-0.452892492680679,0.00922477366520035,-0.00900506593877021,11.2264880952381,2.71891233766234,2.39066558441558,-2.50215773809524,0.0235186688311688,-0.0466517857142857,4664,13071,13273,180.420651301104,0,0.161038961038961,"Climb_stairs"
"89","m6",12.1754966887417,34.5894039735099,34.8311258278146,13,35,35,-0.633956221118166,-0.0148178976176265,-0.12802693294557,13.1219225099558,3.12653186948582,2.69231700072606,-4.06059272623265,-0.0429913533255594,-0.760962355063695,3677,10446,10519,179.142978987027,0,0.158940397350993,"Climb_stairs"
"90","m6",12.1192052980132,34.3289183222958,34.3200883002208,12,34,34,-0.524883846651139,0.0528723383243761,-0.00956828235243362,8.4636347652816,2.81856453534939,2.11191857625662,-2.56363183496454,0.128997440856434,-0.0404530270175233,5490,15551,15547,180.826541569465,0,0.103752759381898,"Climb_stairs"
"91","m6",11.9532967032967,33.7802197802198,34.7307692307692,12,34,35,-0.00491061431976813,0.00516824336511238,0.0340901668948152,6.68376320649048,1.54935973117791,2.19728756092392,-0.0158023794387431,0.00953591862682772,0.13064208518754,4351,12296,12642,149.018486027069,0,0.153846153846154,"Climb_stairs"
"92","m6",11.9364705882353,34.0682352941176,34.5341176470588,12,34,34,-0.165997844395513,-0.0503019279410324,-0.0397063292761554,5.74359600443951,1.40806881243063,1.96640399556049,-0.472069922308546,-0.0837014428412875,-0.133440621531632,5073,14479,14677,149.197370855504,0,0.141176470588235,"Climb_stairs"
